timestamp,server,day_of_week,hour,minute,latency_ms,jitter,packet_loss,is_weekend
2026-05-08T23:18:38.758047,8.8.8.8,4,23,18,27.8,4.0,0.0,0
2026-05-08T23:18:42.864821,1.1.1.1,4,23,18,18.8,2.25,0.0,0
2026-05-08T23:18:46.956285,8.8.4.4,4,23,18,26.6,1.75,0.0,0
2026-05-08T23:19:01.034660,8.8.8.8,4,23,19,27.0,1.5,0.0,0
2026-05-08T23:19:05.127325,1.1.1.1,4,23,19,18.2,2.0,0.0,0
2026-05-08T23:19:09.216663,8.8.4.4,4,23,19,26.6,1.5,0.0,0
2026-05-08T23:19:23.304438,8.8.8.8,4,23,19,25.4,0.5,0.0,0
2026-05-08T23:19:27.402245,1.1.1.1,4,23,19,21.8,7.25,0.0,0
2026-05-08T23:19:31.476639,8.8.4.4,4,23,19,26.4,1.25,0.0,0
2026-05-08T23:19:45.568797,8.8.8.8,4,23,19,29.0,3.0,0.0,0
2026-05-08T23:19:49.661302,1.1.1.1,4,23,19,18.0,0.75,0.0,0
2026-05-08T23:19:53.746528,8.8.4.4,4,23,19,26.8,1.5,0.0,0
2026-05-08T23:20:07.842948,8.8.8.8,4,23,20,28.2,4.0,0.0,0
2026-05-08T23:20:11.916833,1.1.1.1,4,23,20,19.8,2.25,0.0,0
2026-05-08T23:20:15.994936,8.8.4.4,4,23,20,27.6,2.25,0.0,0
2026-05-08T23:20:30.082690,8.8.8.8,4,23,20,32.4,10.75,0.0,0
2026-05-08T23:20:34.170574,1.1.1.1,4,23,20,20.2,1.5,0.0,0
2026-05-08T23:20:38.238939,8.8.4.4,4,23,20,27.4,1.5,0.0,0
2026-05-08T23:20:52.306827,8.8.8.8,4,23,20,26.8,1.25,0.0,0
2026-05-08T23:20:56.389688,1.1.1.1,4,23,20,19.2,3.25,0.0,0
2026-05-08T23:21:00.474318,8.8.4.4,4,23,21,26.4,1.25,0.0,0
2026-05-08T23:21:14.556184,8.8.8.8,4,23,21,26.8,1.5,0.0,0
2026-05-08T23:21:18.642186,1.1.1.1,4,23,21,20.8,5.75,0.0,0
2026-05-08T23:21:22.731914,8.8.4.4,4,23,21,31.2,4.0,0.0,0
2026-05-08T23:21:36.822920,8.8.8.8,4,23,21,27.2,2.5,0.0,0
2026-05-08T23:21:40.909692,1.1.1.1,4,23,21,19.4,2.0,0.0,0
2026-05-08T23:21:44.987885,8.8.4.4,4,23,21,29.6,7.0,0.0,0
2026-05-08T23:21:59.089531,8.8.8.8,4,23,21,28.8,4.5,0.0,0
2026-05-08T23:22:03.148875,1.1.1.1,4,23,22,21.8,6.5,0.0,0
2026-05-08T23:22:07.245770,8.8.4.4,4,23,22,33.6,6.75,0.0,0
2026-05-08T23:24:02.713964,8.8.8.8,4,23,24,31.4,7.25,0.0,0
2026-05-08T23:24:06.926756,1.1.1.1,4,23,24,22.0,11.0,0.0,0
2026-05-08T23:24:10.990058,8.8.4.4,4,23,24,25.6,1.5,0.0,0
2026-05-08T23:24:25.077369,8.8.8.8,4,23,24,26.2,1.25,0.0,0
2026-05-08T23:24:29.157197,1.1.1.1,4,23,24,19.0,1.75,0.0,0
2026-05-08T23:24:33.253965,8.8.4.4,4,23,24,31.8,11.75,0.0,0
2026-05-08T23:24:47.339851,8.8.8.8,4,23,24,27.8,3.5,0.0,0
2026-05-08T23:24:51.416921,1.1.1.1,4,23,24,19.4,1.5,0.0,0
2026-05-08T23:24:55.499451,8.8.4.4,4,23,24,27.8,3.0,0.0,0
2026-05-08T23:25:09.598113,8.8.8.8,4,23,25,28.0,3.25,0.0,0
2026-05-08T23:25:13.699757,1.1.1.1,4,23,25,20.0,2.0,0.0,0
2026-05-08T23:25:17.769837,8.8.4.4,4,23,25,27.2,1.25,0.0,0
2026-05-08T23:25:31.829887,8.8.8.8,4,23,25,27.2,0.75,0.0,0
2026-05-08T23:25:35.918381,1.1.1.1,4,23,25,21.2,3.25,0.0,0
2026-05-08T23:25:40.001856,8.8.4.4,4,23,25,27.6,1.5,0.0,0
2026-05-08T23:25:54.079067,8.8.8.8,4,23,25,33.0,10.25,0.0,0
2026-05-08T23:25:58.153674,1.1.1.1,4,23,25,24.2,6.75,0.0,0
2026-05-08T23:26:02.225019,8.8.4.4,4,23,26,27.2,0.5,0.0,0
2026-05-08T23:26:16.311245,8.8.8.8,4,23,26,27.0,0.75,0.0,0
2026-05-08T23:26:20.400128,1.1.1.1,4,23,26,20.0,3.25,0.0,0
2026-05-08T23:26:24.487028,8.8.4.4,4,23,26,27.0,2.25,0.0,0
2026-05-08T23:26:38.565691,8.8.8.8,4,23,26,27.6,2.25,0.0,0
2026-05-08T23:26:42.645352,1.1.1.1,4,23,26,19.2,0.5,0.0,0
2026-05-08T23:26:46.724265,8.8.4.4,4,23,26,27.8,4.25,0.0,0
2026-05-08T23:27:00.806578,8.8.8.8,4,23,27,26.8,0.5,0.0,0
2026-05-08T23:27:04.905603,1.1.1.1,4,23,27,20.6,4.75,0.0,0
2026-05-08T23:27:08.985163,8.8.4.4,4,23,27,28.0,1.75,0.0,0
2026-05-08T23:27:23.081878,8.8.8.8,4,23,27,28.6,4.0,0.0,0
2026-05-08T23:27:27.164048,1.1.1.1,4,23,27,23.6,5.5,0.0,0
2026-05-08T23:27:31.243973,8.8.4.4,4,23,27,27.6,1.5,0.0,0
2026-05-08T23:27:45.329675,8.8.8.8,4,23,27,27.0,1.5,0.0,0
2026-05-08T23:27:49.442125,1.1.1.1,4,23,27,21.4,3.5,0.0,0
2026-05-08T23:27:53.520750,8.8.4.4,4,23,27,29.4,4.0,0.0,0
2026-05-08T23:28:07.606816,8.8.8.8,4,23,28,26.0,1.5,0.0,0
2026-05-08T23:28:11.704101,1.1.1.1,4,23,28,21.2,4.75,0.0,0
2026-05-08T23:28:15.762679,8.8.4.4,4,23,28,29.8,2.5,0.0,0
2026-05-08T23:28:29.850006,8.8.8.8,4,23,28,30.2,6.0,0.0,0
2026-05-08T23:28:33.933836,1.1.1.1,4,23,28,20.2,2.0,0.0,0
2026-05-08T23:28:38.019175,8.8.4.4,4,23,28,26.6,0.25,0.0,0
2026-05-08T23:28:52.120674,8.8.8.8,4,23,28,31.0,4.75,0.0,0
2026-05-08T23:28:56.205899,1.1.1.1,4,23,28,30.4,17.75,0.0,0
2026-05-08T23:29:00.260012,8.8.4.4,4,23,29,27.8,2.75,0.0,0
2026-05-08T23:29:14.353710,8.8.8.8,4,23,29,27.0,2.0,0.0,0
2026-05-08T23:29:18.439304,1.1.1.1,4,23,29,20.6,2.5,0.0,0
2026-05-08T23:29:22.532281,8.8.4.4,4,23,29,26.4,1.0,0.0,0
2026-05-08T23:29:36.608618,8.8.8.8,4,23,29,26.6,0.5,0.0,0
2026-05-08T23:29:40.699298,1.1.1.1,4,23,29,24.0,12.5,0.0,0
2026-05-08T23:29:44.772445,8.8.4.4,4,23,29,29.6,3.25,0.0,0
2026-05-08T23:29:58.871930,8.8.8.8,4,23,29,30.2,5.75,0.0,0
2026-05-08T23:30:02.966840,1.1.1.1,4,23,30,25.8,4.75,0.0,0
2026-05-08T23:30:07.058390,8.8.4.4,4,23,30,29.0,2.25,0.0,0
2026-05-08T23:30:21.153623,8.8.8.8,4,23,30,54.2,38.0,0.0,0
2026-05-08T23:30:25.253958,1.1.1.1,4,23,30,22.4,3.0,0.0,0
2026-05-08T23:30:29.341606,8.8.4.4,4,23,30,26.4,0.5,0.0,0
2026-05-08T23:30:43.435361,8.8.8.8,4,23,30,28.8,2.5,0.0,0
2026-05-08T23:30:47.532351,1.1.1.1,4,23,30,21.0,2.5,0.0,0
2026-05-08T23:30:51.622720,8.8.4.4,4,23,30,28.8,3.75,0.0,0
2026-05-08T23:31:05.714322,8.8.8.8,4,23,31,29.8,7.75,0.0,0
2026-05-08T23:31:09.795919,1.1.1.1,4,23,31,20.4,2.0,0.0,0
2026-05-08T23:31:13.883025,8.8.4.4,4,23,31,27.4,1.75,0.0,0
2026-05-08T23:31:27.973458,8.8.8.8,4,23,31,31.8,10.75,0.0,0
2026-05-08T23:31:32.055494,1.1.1.1,4,23,31,18.2,1.0,0.0,0
2026-05-08T23:31:36.137552,8.8.4.4,4,23,31,26.6,1.0,0.0,0
2026-05-08T23:31:50.236451,8.8.8.8,4,23,31,27.0,1.25,0.0,0
2026-05-08T23:31:54.331261,1.1.1.1,4,23,31,21.8,5.0,0.0,0
2026-05-08T23:31:58.407211,8.8.4.4,4,23,31,32.0,5.5,0.0,0
2026-05-08T23:32:12.502946,8.8.8.8,4,23,32,29.2,2.25,0.0,0
2026-05-08T23:32:16.600788,1.1.1.1,4,23,32,18.6,0.5,0.0,0
2026-05-08T23:32:20.669572,8.8.4.4,4,23,32,37.8,11.5,0.0,0
2026-05-08T23:32:34.771910,8.8.8.8,4,23,32,30.4,4.75,0.0,0
2026-05-08T23:32:38.879899,1.1.1.1,4,23,32,19.0,0.5,0.0,0
2026-05-08T23:32:42.955772,8.8.4.4,4,23,32,29.4,2.0,0.0,0
2026-05-08T23:32:57.032670,8.8.8.8,4,23,32,32.8,13.5,0.0,0
2026-05-08T23:33:01.107203,1.1.1.1,4,23,33,20.4,2.0,0.0,0
2026-05-08T23:33:05.187869,8.8.4.4,4,23,33,30.6,5.0,0.0,0
2026-05-08T23:33:19.275155,8.8.8.8,4,23,33,29.6,2.75,0.0,0
2026-05-08T23:33:23.364463,1.1.1.1,4,23,33,20.4,2.25,0.0,0
2026-05-08T23:33:27.453507,8.8.4.4,4,23,33,27.8,2.0,0.0,0
2026-05-08T23:33:41.550665,8.8.8.8,4,23,33,27.2,2.25,0.0,0
2026-05-08T23:33:45.634121,1.1.1.1,4,23,33,18.6,1.5,0.0,0
2026-05-08T23:33:49.731843,8.8.4.4,4,23,33,27.0,1.75,0.0,0
2026-05-08T23:34:03.812567,8.8.8.8,4,23,34,27.4,1.5,0.0,0
2026-05-08T23:34:07.902554,1.1.1.1,4,23,34,20.2,2.75,0.0,0
2026-05-08T23:34:11.972829,8.8.4.4,4,23,34,33.4,7.0,0.0,0
2026-05-08T23:34:26.066890,8.8.8.8,4,23,34,27.2,2.25,0.0,0
2026-05-08T23:34:30.161987,1.1.1.1,4,23,34,19.2,1.5,0.0,0
2026-05-08T23:34:34.252791,8.8.4.4,4,23,34,27.8,3.0,0.0,0
2026-05-08T23:34:48.342144,8.8.8.8,4,23,34,26.4,1.25,0.0,0
2026-05-08T23:34:52.409500,1.1.1.1,4,23,34,18.6,0.75,0.0,0
2026-05-08T23:34:56.496327,8.8.4.4,4,23,34,27.8,4.25,0.0,0
2026-05-08T23:35:10.596276,8.8.8.8,4,23,35,26.6,1.5,0.0,0
2026-05-08T23:35:14.668082,1.1.1.1,4,23,35,20.8,5.25,0.0,0
2026-05-08T23:35:18.745546,8.8.4.4,4,23,35,31.8,7.0,0.0,0
2026-05-08T23:35:32.831033,8.8.8.8,4,23,35,27.0,2.0,0.0,0
2026-05-08T23:35:36.929667,1.1.1.1,4,23,35,19.0,1.25,0.0,0
2026-05-08T23:35:41.013567,8.8.4.4,4,23,35,27.6,2.5,0.0,0
2026-05-08T23:35:55.090104,8.8.8.8,4,23,35,25.2,0.5,0.0,0
2026-05-08T23:35:59.150851,1.1.1.1,4,23,35,19.0,2.0,0.0,0
2026-05-08T23:36:03.222811,8.8.4.4,4,23,36,27.0,3.5,0.0,0
2026-05-08T23:36:17.298346,8.8.8.8,4,23,36,26.2,1.25,0.0,0
2026-05-08T23:36:21.387611,1.1.1.1,4,23,36,25.8,17.0,0.0,0
2026-05-08T23:36:25.452844,8.8.4.4,4,23,36,27.0,2.0,0.0,0
2026-05-08T23:36:39.537662,8.8.8.8,4,23,36,26.8,1.0,0.0,0
2026-05-08T23:36:43.636792,1.1.1.1,4,23,36,20.2,3.75,0.0,0
2026-05-08T23:36:47.724275,8.8.4.4,4,23,36,27.8,1.0,0.0,0
2026-05-08T23:37:01.804777,8.8.8.8,4,23,37,27.0,1.0,0.0,0
2026-05-08T23:37:05.890609,1.1.1.1,4,23,37,22.4,6.25,0.0,0
2026-05-08T23:37:09.973362,8.8.4.4,4,23,37,28.2,3.25,0.0,0
2026-05-08T23:37:24.058554,8.8.8.8,4,23,37,25.6,0.25,0.0,0
2026-05-08T23:37:28.134441,1.1.1.1,4,23,37,18.8,3.25,0.0,0
2026-05-08T23:37:32.205828,8.8.4.4,4,23,37,27.0,2.5,0.0,0
2026-05-08T23:37:46.309525,8.8.8.8,4,23,37,31.0,9.5,0.0,0
2026-05-08T23:37:50.403586,1.1.1.1,4,23,37,19.0,1.25,0.0,0
2026-05-08T23:37:54.490583,8.8.4.4,4,23,37,26.6,1.75,0.0,0
2026-05-08T23:38:08.573167,8.8.8.8,4,23,38,26.8,1.5,0.0,0
2026-05-08T23:38:12.669105,1.1.1.1,4,23,38,20.0,1.75,0.0,0
2026-05-08T23:38:16.748571,8.8.4.4,4,23,38,31.2,7.0,0.0,0
2026-05-08T23:38:30.847327,8.8.8.8,4,23,38,28.0,3.25,0.0,0
2026-05-08T23:38:34.940569,1.1.1.1,4,23,38,19.4,1.75,0.0,0
2026-05-08T23:38:39.001696,8.8.4.4,4,23,38,26.2,0.5,0.0,0
2026-05-08T23:38:53.107430,8.8.8.8,4,23,38,28.4,2.75,0.0,0
2026-05-08T23:38:57.202405,1.1.1.1,4,23,38,20.0,2.0,0.0,0
2026-05-08T23:39:01.267623,8.8.4.4,4,23,39,27.6,2.75,0.0,0
2026-05-08T23:39:15.347906,8.8.8.8,4,23,39,28.8,6.0,0.0,0
2026-05-08T23:39:19.453420,1.1.1.1,4,23,39,19.6,4.75,0.0,0
2026-05-08T23:39:23.520840,8.8.4.4,4,23,39,26.4,1.25,0.0,0
2026-05-08T23:39:37.606324,8.8.8.8,4,23,39,28.2,2.75,0.0,0
2026-05-08T23:39:41.689379,1.1.1.1,4,23,39,25.0,13.5,0.0,0
2026-05-08T23:39:45.767007,8.8.4.4,4,23,39,33.8,9.5,0.0,0
2026-05-08T23:39:59.862773,8.8.8.8,4,23,39,33.6,6.75,0.0,0
2026-05-08T23:40:03.929508,1.1.1.1,4,23,40,23.8,6.25,0.0,0
2026-05-08T23:40:08.013050,8.8.4.4,4,23,40,28.4,2.0,0.0,0
2026-05-08T23:40:22.105338,8.8.8.8,4,23,40,30.2,6.25,0.0,0
2026-05-08T23:40:26.184432,1.1.1.1,4,23,40,22.2,7.0,0.0,0
2026-05-08T23:40:30.256434,8.8.4.4,4,23,40,27.0,2.75,0.0,0
2026-05-08T23:40:44.353076,8.8.8.8,4,23,40,30.8,4.0,0.0,0
2026-05-08T23:40:48.444006,1.1.1.1,4,23,40,21.4,5.5,0.0,0
2026-05-08T23:40:52.537078,8.8.4.4,4,23,40,27.6,1.25,0.0,0
