day_of_week,hour,minute,latency_ms,jitter,packet_loss,is_weekend,server_encoded,latency_lag_1,latency_lag_2,latency_lag_3,latency_rolling_mean_5,latency_rolling_std_5,jitter_rolling_mean_5,hour_sin,hour_cos,dow_sin,dow_cos,latency_jitter_ratio
4,23,29,29.6,3.25,0.0,0,1,24.0,26.6,26.4,25.44,3.356784175367852,3.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,9.107689505326306
4,23,29,30.2,5.75,0.0,0,2,29.6,24.0,26.6,27.359999999999996,2.543226297441889,4.6,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,5.252172999622087
4,23,30,25.8,4.75,0.0,0,0,30.2,29.6,24.0,27.24,2.6130442016927273,5.35,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,5.431577803878357
4,23,30,29.0,2.25,0.0,0,1,25.8,30.2,29.6,27.720000000000006,2.685516710057856,5.7,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,12.888883160496372
4,23,30,39.075,38.0,0.0,0,2,29.0,25.8,30.2,30.735000000000003,4.962219765387251,10.8,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1.028289446623962
4,23,30,22.4,3.0,0.0,0,0,39.075,29.0,25.8,29.294999999999998,6.251209882894666,10.75,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,7.466664177778607
4,23,30,26.4,0.5,0.0,0,1,22.4,39.075,29.0,28.535000000000004,6.343983370091693,9.7,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,52.799894400211194
4,23,30,28.8,2.5,0.0,0,2,26.4,22.4,39.075,29.135,6.159839689472441,9.25,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,11.519995392001842
4,23,30,21.0,2.5,0.0,0,0,28.8,26.4,22.4,27.535000000000004,7.1612586184273495,9.3,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,8.399996640001344
4,23,30,28.8,3.75,0.0,0,1,21.0,28.8,26.4,25.48,3.621049571602141,2.45,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,7.679997952000546
4,23,31,29.8,7.75,0.0,0,2,28.8,21.0,28.8,26.959999999999997,3.5592133962436128,3.4,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.8451607941728008
4,23,31,20.4,2.0,0.0,0,0,29.8,28.8,21.0,25.76,4.641982335166738,3.7,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,10.19999490000255
4,23,31,27.4,1.75,0.0,0,1,20.4,29.8,28.8,25.48,4.451067287741228,3.55,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,15.657133910209193
4,23,31,31.8,10.75,0.0,0,2,27.4,20.4,29.8,27.639999999999997,4.352930047680522,5.2,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,2.958139259707976
4,23,31,18.2,1.0,0.0,0,0,31.8,27.4,20.4,25.52,5.9390234887563835,4.65,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,18.1999818000182
4,23,31,26.6,1.0,0.0,0,1,18.2,31.8,27.4,24.88,5.520144925633753,3.3,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,26.599973400026602
4,23,31,27.0,1.25,0.0,0,2,26.6,18.2,31.8,26.2,4.939635614091389,3.15,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,21.599982720013827
4,23,31,21.8,5.0,0.0,0,0,27.0,26.6,18.2,25.080000000000002,5.226088403385467,3.8,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4.359999128000174
4,23,31,32.0,5.5,0.0,0,1,21.8,27.0,26.6,25.119999999999997,5.2907466391805285,2.75,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,5.818180760330771
4,23,32,29.2,2.25,0.0,0,2,32.0,21.8,27.0,27.32,3.7592552453910297,3.0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,12.977772009879105
4,23,32,18.6,0.5,0.0,0,0,29.2,32.0,21.8,25.72,5.460036629913761,2.9,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,37.1999256001488
4,23,32,37.8,11.5,0.0,0,1,18.6,29.2,32.0,27.880000000000003,7.749322551036312,4.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.286956235916849
4,23,32,30.4,4.75,0.0,0,2,37.8,18.6,29.2,29.6,6.978538528947152,4.9,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,6.399998652631862
4,23,32,19.0,0.5,0.0,0,0,30.4,37.8,18.6,27.0,8.17924201867141,3.9,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,37.999924000152
4,23,32,29.4,2.0,0.0,0,1,19.0,30.4,37.8,27.04,8.193167885500696,3.85,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,14.699992650003674
4,23,32,32.8,13.5,0.0,0,2,29.4,19.0,30.4,29.879999999999995,6.8943455091835855,6.45,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,2.4296294496570776
4,23,33,20.4,2.0,0.0,0,0,32.8,29.4,19.0,26.4,6.2593929418115275,4.55,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,10.19999490000255
4,23,33,30.6,5.0,0.0,0,1,20.4,32.8,29.4,26.439999999999998,6.291899554188701,4.6,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,6.119998776000245
4,23,33,29.6,2.75,0.0,0,2,30.6,20.4,32.8,28.559999999999995,4.756889740155842,5.05,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,10.7636324495882
4,23,33,20.4,2.25,0.0,0,0,29.6,30.6,20.4,26.76,5.920135133592812,5.1,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,9.066662637038826
4,23,33,27.8,2.0,0.0,0,1,20.4,29.6,30.6,25.76,4.99479729318418,2.8,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,13.899993050003474
4,23,33,27.2,2.25,0.0,0,2,27.8,20.4,29.6,27.119999999999997,3.996498467408685,2.85,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,12.08888351605177
4,23,33,18.6,1.5,0.0,0,0,27.2,27.8,20.4,24.72,4.887944353202073,2.15,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,12.399991733338846
4,23,33,27.0,1.75,0.0,0,1,18.6,27.2,27.8,24.2,4.347413023856837,1.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,15.428562612249937
4,23,34,27.4,1.5,0.0,0,2,27.0,18.6,27.2,25.6,3.924283374069718,1.8,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,18.266654488897007
4,23,34,20.2,2.75,0.0,0,0,27.4,27.0,18.6,24.080000000000002,4.311844153027802,1.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,7.345451874381136
4,23,34,33.4,7.0,0.0,0,1,20.2,27.4,27.0,25.32,5.995998665777037,2.9,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4.771427889796016
4,23,34,27.2,2.25,0.0,0,2,33.4,20.2,27.4,27.04,4.674184420837499,3.05,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,12.08888351605177
4,23,34,19.2,1.5,0.0,0,0,27.2,33.4,20.2,25.48,5.845682167206837,3.0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,12.799991466672356
4,23,34,27.8,3.0,0.0,0,1,19.2,27.2,33.4,25.56,5.881156348882422,3.3,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,9.266663577778807
4,23,34,26.4,1.25,0.0,0,2,27.8,19.2,27.2,26.8,5.065570056765575,3.0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,21.119983104013517
4,23,34,18.6,0.75,0.0,0,0,26.4,27.8,19.2,23.84,4.541805808266142,1.75,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,24.799966933377423
4,23,34,27.8,4.25,0.0,0,1,18.6,26.4,27.8,23.96,4.65918447799613,2.15,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,6.541174931488252
4,23,35,26.6,1.5,0.0,0,2,27.8,18.6,26.4,25.439999999999998,3.8791751700587107,2.15,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,17.733321511118994
4,23,35,20.8,5.25,0.0,0,0,26.6,27.8,18.6,24.04,4.072836849175286,2.6,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.9619040072563796
4,23,35,31.8,7.0,0.0,0,1,20.8,26.6,27.8,25.12,5.365817738238976,3.75,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4.542856493877644
4,23,35,27.0,2.0,0.0,0,2,31.8,20.8,26.6,26.8,3.9395431207184393,4.0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,13.499993250003374
4,23,35,19.0,1.25,0.0,0,0,27.0,31.8,20.8,25.04,5.158294291720863,3.4,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,15.19998784000973
4,23,35,27.6,2.5,0.0,0,1,19.0,27.0,31.8,25.24,5.252428009977865,3.6,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,11.039995584001767
4,23,35,25.2,0.5,0.0,0,2,27.6,19.0,27.0,26.119999999999997,4.657467122803983,2.65,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,50.399899200201595
4,23,35,19.0,2.0,0.0,0,0,25.2,27.6,19.0,23.56,4.2553495743593235,1.65,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,9.499995250002375
4,23,36,27.0,3.5,0.0,0,1,19.0,25.2,27.6,23.56,4.2553495743593235,1.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,7.714283510204711
4,23,36,26.2,1.25,0.0,0,2,27.0,19.0,25.2,25.0,3.4727510708370746,1.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,20.959983232013414
4,23,36,25.8,17.0,0.0,0,0,26.2,27.0,19.0,24.64,3.219937887599705,4.85,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1.5176469695501782
4,23,36,27.0,2.0,0.0,0,1,25.8,26.2,27.0,25.0,3.3941125496954343,5.15,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,13.499993250003374
4,23,36,26.8,1.0,0.0,0,2,27.0,25.8,26.2,26.560000000000002,0.536656314599965,4.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,26.799973200026802
4,23,36,20.2,3.75,0.0,0,0,26.8,27.0,25.8,25.2,2.8354893757515716,5.0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,5.386665230222605
4,23,36,27.8,1.0,0.0,0,1,20.2,26.8,27.0,25.52,3.0581039877675895,4.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,27.799972200027803
4,23,37,27.0,1.0,0.0,0,2,27.8,20.2,26.8,25.76,3.131772660970146,1.75,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,26.999973000027
4,23,37,22.4,6.25,0.0,0,0,27.0,27.8,20.2,24.84,3.3448467827390913,2.6,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.5839994265600916
4,23,37,28.2,3.25,0.0,0,1,22.4,27.0,27.8,25.12,3.598888717368188,3.05,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,8.676920407101413
4,23,37,25.6,0.25,0.0,0,2,28.2,22.4,27.0,26.2,2.3452078799117184,2.35,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,102.3995904016384
4,23,37,18.8,3.25,0.0,0,0,25.6,28.2,22.4,24.4,3.8078865529319597,2.8,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,5.784613604734275
4,23,37,27.0,2.5,0.0,0,1,18.8,25.6,28.2,24.4,3.8078865529319597,3.1,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,10.799995680001727
4,23,37,31.0,9.5,0.0,0,2,27.0,18.8,25.6,26.119999999999997,4.5488460075056425,3.75,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.263157551246574
4,23,37,19.0,1.25,0.0,0,0,31.0,27.0,18.8,24.28,5.2964138811086166,3.35,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,15.19998784000973
4,23,37,26.6,1.75,0.0,0,1,19.0,31.0,27.0,24.48,5.376988004450079,3.65,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,15.19999131429068
4,23,38,26.8,1.5,0.0,0,2,26.6,19.0,31.0,26.080000000000002,4.357981183988755,3.3,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,17.8666547555635
4,23,38,20.0,1.75,0.0,0,0,26.8,26.6,19.0,24.68,5.05687650630308,3.15,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,11.428564897962916
4,23,38,31.2,7.0,0.0,0,1,20.0,26.8,26.6,24.720000000000002,5.1197656196353405,2.65,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4.4571422204082545
4,23,38,28.0,3.25,0.0,0,2,31.2,20.0,26.8,26.52,4.083136049655954,3.05,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,8.615381964497857
4,23,38,19.4,1.75,0.0,0,0,28.0,31.2,20.0,25.080000000000002,5.17223356007828,3.05,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,11.085707951024027
4,23,38,26.2,0.5,0.0,0,1,19.4,28.0,31.2,24.96,5.1291324802543405,2.85,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,52.39989520020959
4,23,38,28.4,2.75,0.0,0,2,26.2,19.4,28.0,26.639999999999997,4.425833254879811,3.05,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,10.32726897190219
4,23,38,20.0,2.0,0.0,0,0,28.4,26.2,19.4,24.4,4.374928570845475,2.05,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,9.9999950000025
4,23,39,27.6,2.75,0.0,0,1,20.0,28.4,26.2,24.32,4.295579122772624,1.95,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,10.036359986778187
4,23,39,28.8,6.0,0.0,0,2,27.6,20.0,28.4,26.2,3.6055512754639927,2.8,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4.7999992000001335
4,23,39,19.6,4.75,0.0,0,0,28.8,27.6,20.0,24.880000000000003,4.65961371789551,3.65,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4.1263149207758065
4,23,39,26.4,1.25,0.0,0,1,19.6,28.8,27.6,24.48,4.357981183988753,3.35,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,21.119983104013517
4,23,39,28.2,2.75,0.0,0,2,26.4,19.6,28.8,26.119999999999997,3.7512664528129713,3.5,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,10.25454172562119
4,23,39,25.0,13.5,0.0,0,0,28.2,26.4,19.6,25.6,3.6742346141747686,5.65,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1.851851714677651
4,23,39,33.8,9.5,0.0,0,1,25.0,28.2,26.4,26.6,5.1478150704934995,6.35,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.557894362326909
4,23,39,33.6,6.75,0.0,0,2,33.8,25.0,28.2,29.4,4.086563348340509,6.75,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4.977777040329327
4,23,40,23.8,6.25,0.0,0,0,33.6,33.8,25.0,28.879999999999995,4.685296148590822,7.75,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.8079993907200973
4,23,40,28.4,2.0,0.0,0,1,23.8,33.6,33.8,28.919999999999998,4.678888756959283,7.6,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,14.199992900003549
4,23,40,30.2,6.25,0.0,0,2,28.4,23.8,33.6,29.96,4.136181814185638,6.15,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4.831999226880123
4,23,40,22.2,7.0,0.0,0,0,30.2,28.4,23.8,27.639999999999997,4.66347509910796,5.65,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.1714281183674116
4,23,40,27.0,2.75,0.0,0,1,22.2,30.2,28.4,26.32,3.2851179583083456,4.85,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,9.818178247935181
4,23,40,30.8,4.0,0.0,0,2,27.0,22.2,30.2,27.72,3.4310348293189907,4.4,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,7.699998075000481
4,23,40,21.4,5.5,0.0,0,0,30.8,27.0,22.2,26.32,4.380867494001615,5.1,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,3.890908383471203
4,23,40,27.6,1.25,0.0,0,1,21.4,30.8,27.0,25.8,3.9370039370059042,4.1,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,22.079982336014133
